Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills
43590,19,Female,MCA,CSE,7.36,1,4,7,6
32086,18,Female,B.Tech,ECE,8.37,1,5,9,4
25947,20,Male,BCA,ECE,5.64,1,3,6,8
9559,19,Male,B.Tech,IT,8.52,2,6,10,4
25338,24,Female,B.Sc,IT,6.55,1,4,6,6
37922,20,Male,B.Tech,CSE,6.87,0,3,5,5
47866,20,Female,MCA,ME,5.87,0,3,4,7
21772,20,Male,MCA,Civil,6.95,0,2,2,7
48937,22,Female,MCA,Civil,8.89,0,4,6,6
3010,24,Female,B.Tech,ECE,5.75,1,3,6,6
7650,21,Female,BCA,ECE,7.43,2,4,7,5
37555,20,Female,MCA,ME,7.0,2,4,5,3
13696,20,Female,BCA,CSE,5.45,1,3,6,4
33113,22,Male,B.Sc,ME,7.71,0,4,6,6
37902,18,Female,BCA,IT,7.03,2,4,7,5
45177,19,Female,MCA,IT,8.2,0,4,6,5
20213,22,Female,BCA,Civil,7.45,0,4,6,2
17739,22,Male,MCA,CSE,7.48,0,4,6,5
35633,21,Female,B.Sc,ME,6.88,0,3,4,8
36708,19,Male,MCA,CSE,8.08,2,5,9,4
16189,20,Male,BCA,IT,6.59,1,3,4,7
2558,18,Female,MCA,ECE,6.55,0,3,5,6
12588,19,Female,B.Sc,Civil,4.83,0,1,1,7
43333,20,Female,B.Tech,CSE,7.41,1,4,5,5
1576,24,Male,B.Sc,ECE,7.49,2,4,5,5
24869,18,Male,BCA,ECE,7.88,2,4,7,6
43698,19,Male,B.Tech,Civil,6.59,0,3,4,4
36200,19,Female,B.Sc,CSE,6.38,1,4,7,8
22681,18,Male,MCA,CSE,6.08,0,3,4,5
11314,18,Male,MCA,ECE,6.55,0,2,2,3
5019,21,Male,B.Tech,IT,6.99,0,4,8,9
30880,19,Male,B.Sc,CSE,5.99,2,4,7,5
30547,21,Female,B.Tech,IT,5.67,1,4,7,6
38646,18,Female,BCA,ECE,8.44,0,4,5,2
31606,24,Female,MCA,Civil,9.11,0,5,6,6
15656,20,Female,B.Tech,IT,7.22,3,4,7,3
12115,19,Male,B.Sc,Civil,8.31,0,3,3,8
41168,24,Female,B.Tech,Civil,7.54,1,4,5,7
13688,21,Female,B.Tech,CSE,7.32,2,5,8,4
13272,18,Female,B.Tech,ECE,7.18,0,4,6,4
8900,20,Female,B.Tech,IT,6.86,0,4,6,6
29112,19,Male,BCA,IT,7.88,2,5,10,2
43107,24,Female,B.Sc,ECE,6.24,0,4,6,7
30439,23,Female,B.Sc,ECE,7.27,1,3,4,8
31908,21,Male,B.Tech,ME,8.3,0,4,4,5
35675,22,Female,B.Tech,CSE,6.44,1,4,8,6
26894,23,Male,B.Sc,IT,7.05,1,5,8,5
23073,22,Female,B.Tech,ME,8.01,1,5,7,9
16053,18,Male,B.Tech,ECE,9.26,2,5,8,4
40146,24,Female,BCA,ECE,7.38,2,4,7,8
4776,18,Male,B.Sc,CSE,6.91,0,4,7,4
3822,19,Female,BCA,CSE,6.04,1,3,5,2
49608,23,Male,B.Sc,ECE,5.51,0,3,5,8
28345,20,Male,BCA,ME,5.63,1,2,3,8
34520,23,Female,B.Sc,ECE,6.39,1,3,5,5
47356,22,Female,MCA,ECE,5.35,0,3,5,4
47733,18,Male,B.Sc,IT,6.92,2,4,8,6
2497,24,Male,B.Sc,ME,7.09,0,4,6,4
34811,24,Male,B.Sc,IT,5.73,0,3,4,9
3260,21,Female,MCA,Civil,7.14,1,4,5,6
8658,18,Male,MCA,IT,5.83,1,2,3,2
21684,23,Female,MCA,ECE,7.51,1,5,9,5
36819,18,Female,B.Sc,ECE,6.09,0,3,5,6
12637,24,Female,MCA,IT,7.68,0,4,6,4
25218,19,Male,MCA,Civil,7.78,0,3,4,6
41324,22,Female,B.Sc,CSE,6.78,1,4,7,6
1070,23,Male,B.Sc,ME,7.54,1,5,9,6
26219,18,Male,BCA,ME,5.34,1,3,5,6
13759,23,Female,MCA,CSE,6.1,0,3,5,4
16330,18,Male,MCA,CSE,8.21,1,5,8,4
7231,18,Male,B.Sc,ME,7.6,0,3,4,7
11501,24,Male,BCA,ME,6.73,2,4,6,3
22062,20,Male,BCA,Civil,6.88,0,3,4,10
32063,21,Male,B.Sc,IT,6.9,0,5,9,3
33946,21,Male,B.Sc,CSE,6.97,0,4,6,6
9252,19,Male,B.Sc,ECE,6.19,0,3,5,3
36810,24,Female,B.Sc,CSE,7.98,2,5,8,9
30209,23,Male,BCA,CSE,6.71,2,4,6,4
38318,24,Female,B.Sc,IT,7.95,1,5,8,6
30096,18,Male,BCA,IT,5.14,0,3,6,5
8359,21,Female,MCA,Civil,8.47,0,3,2,4
39558,21,Female,MCA,Civil,8.26,2,4,5,6
24542,22,Female,B.Sc,ME,7.43,0,3,4,6
41276,19,Female,BCA,Civil,5.53,1,2,3,4
29253,19,Female,MCA,IT,8.4,2,6,10,7
7041,19,Male,MCA,CSE,5.88,1,3,6,5
6157,19,Female,B.Sc,IT,6.58,0,4,7,6
19445,20,Male,BCA,ME,8.23,3,5,7,3
11730,21,Male,BCA,IT,7.43,1,4,6,7
16299,19,Male,B.Sc,ECE,8.23,0,4,4,6
11336,19,Male,B.Tech,Civil,7.75,1,3,4,4
34647,18,Male,B.Sc,CSE,7.85,1,4,7,8
12204,19,Female,B.Tech,CSE,7.32,2,5,8,5
9815,20,Female,BCA,ECE,7.02,1,5,8,5
38333,22,Female,B.Sc,CSE,7.36,2,5,9,8
15662,21,Male,MCA,ECE,7.12,0,4,5,5
15429,22,Female,B.Sc,IT,6.28,1,3,4,7
33409,23,Male,BCA,CSE,7.66,0,3,4,8
1086,19,Male,B.Sc,IT,7.87,1,4,6,4
23047,21,Male,BCA,ME,6.44,0,4,6,6
31265,19,Male,B.Tech,Civil,7.77,1,4,6,6
35925,19,Male,B.Sc,Civil,8.14,1,4,5,5
15322,24,Female,B.Sc,CSE,8.42,3,5,9,6
9447,20,Male,MCA,CSE,7.82,1,5,8,7
36647,20,Male,MCA,CSE,5.11,2,4,7,5
20600,24,Female,B.Sc,CSE,7.38,2,5,10,2
27949,20,Male,BCA,Civil,7.51,0,4,5,5
8694,23,Male,B.Tech,ME,6.96,0,4,6,7
3323,19,Female,B.Tech,ME,6.01,1,4,6,5
28070,19,Female,MCA,Civil,9.11,1,5,8,4
2874,23,Female,B.Sc,ECE,7.48,0,4,6,6
13005,18,Male,B.Tech,CSE,7.21,2,4,7,4
31020,24,Male,B.Sc,ECE,7.38,0,4,6,7
41972,20,Female,B.Sc,ECE,7.59,2,4,5,4
49761,20,Female,B.Sc,IT,5.51,0,3,4,6
8417,18,Female,B.Sc,CSE,5.68,0,4,7,2
13735,19,Female,MCA,ME,6.99,1,4,6,8
44711,21,Female,MCA,IT,6.93,1,4,7,7
4294,19,Female,B.Tech,Civil,4.86,1,2,2,5
49226,23,Male,BCA,Civil,6.37,0,4,6,5
41827,24,Male,BCA,ECE,7.34,2,4,5,3
47042,22,Male,B.Tech,ME,4.5,0,1,1,5
38787,18,Female,B.Tech,Civil,7.06,1,4,5,8
843,20,Female,B.Sc,IT,5.52,0,3,5,3
39848,18,Male,MCA,ECE,6.81,0,3,3,4
7766,18,Female,BCA,CSE,6.74,1,4,6,4
31627,23,Male,B.Tech,ME,6.63,0,3,5,7
41227,23,Female,B.Tech,CSE,7.16,1,5,8,4
49508,23,Female,B.Sc,ME,5.65,0,3,4,3
16181,22,Male,MCA,CSE,6.78,0,5,9,7
26384,23,Male,B.Tech,ECE,6.9,1,3,4,6
35545,20,Male,B.Tech,IT,5.58,2,4,8,7
19939,24,Male,BCA,ME,7.0,1,4,7,7
46883,23,Female,BCA,ME,7.2,1,4,5,5
6059,24,Male,MCA,ECE,6.0,0,3,3,4
20960,21,Female,B.Tech,IT,7.42,1,5,8,6
34233,22,Male,MCA,IT,7.38,0,4,6,6
20175,22,Female,B.Tech,ME,7.62,3,4,7,5
31643,19,Female,BCA,CSE,4.75,1,2,4,6
44009,20,Male,MCA,ME,6.39,0,3,3,5
21998,18,Female,MCA,ME,8.16,0,4,5,6
15624,19,Female,MCA,ME,6.26,1,4,6,4
35449,18,Male,B.Sc,CSE,6.88,1,5,9,3
8451,18,Male,MCA,IT,6.8,1,3,3,8
42370,20,Male,BCA,CSE,6.62,1,3,5,6
25875,21,Female,B.Sc,IT,7.24,1,4,7,5
42707,22,Male,MCA,IT,6.32,1,4,6,6
44724,22,Female,B.Sc,ME,7.32,0,3,2,4
28366,23,Male,MCA,Civil,5.95,0,2,3,8
39788,18,Male,B.Tech,Civil,7.98,0,3,4,5
12723,23,Male,BCA,CSE,7.16,0,4,5,7
21585,22,Male,B.Tech,Civil,7.28,0,3,2,3
8666,20,Female,B.Tech,CSE,7.57,1,4,7,4
24148,24,Female,B.Sc,Civil,7.36,2,4,5,8
3772,21,Male,BCA,CSE,7.21,1,5,9,7
29581,23,Male,B.Tech,ECE,9.37,2,6,9,9
26974,19,Male,MCA,IT,4.79,0,3,5,3
15795,22,Male,BCA,ME,6.17,1,3,5,5
10553,18,Male,B.Tech,Civil,8.61,2,5,7,6
4131,21,Male,B.Sc,ECE,6.64,0,3,4,5
27716,23,Male,B.Sc,IT,6.32,0,4,6,6
5606,24,Female,MCA,CSE,6.26,1,3,5,7
19240,24,Male,BCA,Civil,6.5,1,3,5,5
40202,23,Male,B.Sc,IT,7.15,0,3,4,7
23111,19,Female,B.Tech,ME,6.79,0,4,6,4
14491,20,Female,B.Tech,IT,7.25,2,5,8,5
41949,24,Female,BCA,CSE,6.49,1,5,9,5
2648,24,Male,B.Sc,ECE,7.83,0,4,6,8
34583,23,Male,MCA,ECE,6.14,1,4,6,2
35494,23,Female,B.Tech,Civil,5.8,0,3,5,8
11572,19,Male,BCA,ME,7.3,0,2,1,3
23620,21,Female,MCA,CSE,6.1,1,4,6,7
41568,24,Male,B.Tech,Civil,6.21,0,3,3,5
35447,18,Male,B.Sc,ECE,6.72,0,3,5,4
36877,19,Male,B.Sc,Civil,7.33,0,4,5,7
22946,20,Male,MCA,CSE,5.21,0,4,7,6
20136,20,Female,MCA,ECE,5.49,0,2,3,7
4116,21,Female,BCA,ECE,6.69,0,3,5,8
46457,24,Male,MCA,IT,6.14,0,3,5,5
21790,23,Female,B.Tech,ECE,9.17,1,6,9,5
173,22,Female,MCA,ME,7.46,1,4,6,7
43235,22,Female,B.Tech,CSE,8.28,1,5,8,3
10084,21,Female,MCA,CSE,7.5,1,5,9,4
19455,21,Male,MCA,ME,7.04,2,4,7,5
